purchase_id,customer_id,product_id,quantity,purchase_date,store
T0962,C031,P034,1,2023-06-10 04:00:00,Store A
T0963,C010,P029,1,2023-06-10 08:00:00,Store B
T0964,C097,P024,1,2023-06-10 12:00:00,Store C
T0965,C080,P024,2,2023-06-10 16:00:00,Store B
T0966,C091,P042,1,2023-06-10 20:00:00,Store B
T0967,C071,P004,1,2023-06-11 00:00:00,Store B
T0968,C029,P003,1,2023-06-11 04:00:00,Store B
T0969,C030,P034,3,2023-06-11 08:00:00,Store B
T0970,C085,P049,1,2023-06-11 12:00:00,Store A
T0971,C067,P023,2,2023-06-11 16:00:00,Store A
T0972,C042,P023,2,2023-06-11 20:00:00,Store C
T0973,C072,P045,3,2023-06-12 00:00:00,Store A
T0974,C018,P005,4,2023-06-12 04:00:00,Store A
T0975,C078,P031,1,2023-06-12 08:00:00,Store A
T0976,C051,P041,1,2023-06-12 12:00:00,Store B
T0977,C091,P006,3,2023-06-12 16:00:00,Store B
T0978,C055,P037,1,2023-06-12 20:00:00,Store C
T0979,C069,P010,2,2023-06-13 00:00:00,Store C
T0980,C004,P040,2,2023-06-13 04:00:00,Store C
T0981,C020,P007,2,2023-06-13 08:00:00,Store B
T0982,C063,P039,4,2023-06-13 12:00:00,Store A
T0983,C071,P038,5,2023-06-13 16:00:00,Store A
T0984,C079,P021,2,2023-06-13 20:00:00,Store B
T0985,C053,P020,1,2023-06-14 00:00:00,Store C
T0986,C085,P003,3,2023-06-14 04:00:00,Store C
T0987,C094,P022,1,2023-06-14 08:00:00,Store C
T0988,C090,P047,1,2023-06-14 12:00:00,Store B
T0989,C012,P004,3,2023-06-14 16:00:00,Store C
T0990,C071,P028,1,2023-06-14 20:00:00,Store C
T0991,C026,P012,1,2023-06-15 00:00:00,Store B
T0992,C047,P038,1,2023-06-15 04:00:00,Store A
T0993,C100,P036,3,2023-06-15 08:00:00,Store B
T0994,C033,P047,2,2023-06-15 12:00:00,Store B
T0995,C072,P041,2,2023-06-15 16:00:00,Store B
T0996,C081,P005,1,2023-06-15 20:00:00,Store B
T0997,C086,P013,3,2023-06-16 00:00:00,Store A
T0998,C077,P023,3,2023-06-16 04:00:00,Store C
T0999,C004,P050,1,2023-06-16 08:00:00,Store B
T1000,C057,P030,1,2023-06-16 12:00:00,Store A
T1001,C074,P037,1,2023-06-16 16:00:00,Store C
T1002,C023,P025,5,2023-06-16 20:00:00,Store C
T1003,C059,P048,2,2023-06-17 00:00:00,Store C
T1004,C010,P027,4,2023-06-17 04:00:00,Store B
T1005,C021,P014,1,2023-06-17 08:00:00,Store B
T1006,C064,P048,3,2023-06-17 12:00:00,Store C
T1007,C031,P047,3,2023-06-17 16:00:00,Store C
T1008,C077,P036,2,2023-06-17 20:00:00,Store C
T1009,C085,P039,4,2023-06-18 00:00:00,Store C
T1010,C091,P016,1,2023-06-18 04:00:00,Store C
T1011,C042,P022,1,2023-06-18 08:00:00,Store C
T1012,C037,P021,2,2023-06-18 12:00:00,Store A
T1013,C026,P021,2,2023-06-18 16:00:00,Store C
T1014,C082,P008,2,2023-06-18 20:00:00,Store B
T1015,C086,P049,1,2023-06-19 00:00:00,Store B
T1016,C010,P016,2,2023-06-19 04:00:00,Store B
T1017,C098,P031,1,2023-06-19 08:00:00,Store C
T1018,C015,P042,1,2023-06-19 12:00:00,Store B
T1019,C075,P010,2,2023-06-19 16:00:00,Store A
T1020,C086,P032,2,2023-06-19 20:00:00,Store C
T1021,C095,P034,1,2023-06-20 00:00:00,Store B
T1022,C086,P009,1,2023-06-20 04:00:00,Store A
T1023,C091,P017,1,2023-06-20 08:00:00,Store A
T1024,C058,P011,1,2023-06-20 12:00:00,Store B
T1025,C092,P032,3,2023-06-20 16:00:00,Store A
T1026,C021,P010,4,2023-06-20 20:00:00,Store B
T1027,C096,P022,1,2023-06-21 00:00:00,Store A
T1028,C076,P017,3,2023-06-21 04:00:00,Store C
T1029,C092,P004,3,2023-06-21 08:00:00,Store C
T1030,C069,P048,3,2023-06-21 12:00:00,Store C
T1031,C082,P047,1,2023-06-21 16:00:00,Store C
T1032,C074,P025,4,2023-06-21 20:00:00,Store C
T1033,C087,P021,1,2023-06-22 00:00:00,Store B
T1034,C022,P037,1,2023-06-22 04:00:00,Store C
T1035,C017,P038,1,2023-06-22 08:00:00,Store C
T1036,C048,P049,1,2023-06-22 12:00:00,Store C
T1037,C036,P001,1,2023-06-22 16:00:00,Store C
T1038,C095,P025,1,2023-06-22 20:00:00,Store A
T1039,C045,P036,1,2023-06-23 00:00:00,Store C
T1040,C099,P017,3,2023-06-23 04:00:00,Store C
T1041,C058,P041,3,2023-06-23 08:00:00,Store B
T1042,C039,P024,1,2023-06-23 12:00:00,Store A
T1043,C091,P002,3,2023-06-23 16:00:00,Store B
T1044,C083,P040,3,2023-06-23 20:00:00,Store C
T1045,C072,P015,3,2023-06-24 00:00:00,Store B
T1046,C076,P032,1,2023-06-24 04:00:00,Store B
T1047,C087,P039,2,2023-06-24 08:00:00,Store C
T1048,C046,P006,4,2023-06-24 12:00:00,Store A
T1049,C100,P001,2,2023-06-24 16:00:00,Store A
T1050,C099,P047,1,2023-06-24 20:00:00,Store B
T1051,C083,P023,2,2023-06-25 00:00:00,Store C
T1052,C042,P039,2,2023-06-25 04:00:00,Store B
T1053,C084,P017,2,2023-06-25 08:00:00,Store B
T1054,C020,P034,1,2023-06-25 12:00:00,Store B
T1055,C010,P041,1,2023-06-25 16:00:00,Store C
T1056,C049,P029,3,2023-06-25 20:00:00,Store C
T1057,C069,P009,3,2023-06-26 00:00:00,Store A
T1058,C094,P013,1,2023-06-26 04:00:00,Store C
T1059,C087,P006,4,2023-06-26 08:00:00,Store B
T1060,C088,P006,1,2023-06-26 12:00:00,Store B
T1061,C066,P020,2,2023-06-26 16:00:00,Store A
T1062,C059,P003,3,2023-06-26 20:00:00,Store C
T1063,C061,P017,3,2023-06-27 00:00:00,Store B
T1064,C100,P049,4,2023-06-27 04:00:00,Store A
T1065,C012,P012,1,2023-06-27 08:00:00,Store A
T1066,C094,P048,3,2023-06-27 12:00:00,Store B
T1067,C078,P047,1,2023-06-27 16:00:00,Store B
T1068,C067,P045,2,2023-06-27 20:00:00,Store C
T1069,C087,P001,2,2023-06-28 00:00:00,Store A
T1070,C071,P017,2,2023-06-28 04:00:00,Store B
T1071,C095,P003,1,2023-06-28 08:00:00,Store A
T1072,C096,P026,3,2023-06-28 12:00:00,Store C
T1073,C066,P015,1,2023-06-28 16:00:00,Store B
T1074,C052,P036,1,2023-06-28 20:00:00,Store C
T1075,C079,P032,2,2023-06-29 00:00:00,Store A
T1076,C097,P032,1,2023-06-29 04:00:00,Store C
T1077,C043,P004,3,2023-06-29 08:00:00,Store C
T1078,C081,P018,1,2023-06-29 12:00:00,Store A
T1079,C081,P049,1,2023-06-29 16:00:00,Store C
T1080,C087,P019,3,2023-06-29 20:00:00,Store A
T1081,C031,P043,2,2023-06-30 00:00:00,Store B
T1082,C086,P035,1,2023-06-30 04:00:00,Store A
T1083,C096,P040,2,2023-06-30 08:00:00,Store A
T1084,C039,P014,2,2023-06-30 12:00:00,Store B
T1085,C047,P033,2,2023-06-30 16:00:00,Store A
T1086,C099,P014,1,2023-06-30 20:00:00,Store B
T1087,C039,P034,3,2023-07-01 00:00:00,Store B
T1088,C094,P004,3,2023-07-01 04:00:00,Store A
T1089,C072,P024,2,2023-07-01 08:00:00,Store C
T1090,C048,P029,1,2023-07-01 12:00:00,Store C
T1091,C095,P019,3,2023-07-01 16:00:00,Store B
T1092,C068,P006,2,2023-07-01 20:00:00,Store C
T1093,C073,P033,2,2023-07-02 00:00:00,Store C
T1094,C060,P049,1,2023-07-02 04:00:00,Store A
T1095,C079,P040,3,2023-07-02 08:00:00,Store B
T1096,C036,P019,2,2023-07-02 12:00:00,Store B
T1097,C063,P001,1,2023-07-02 16:00:00,Store A
T1098,C099,P005,1,2023-07-02 20:00:00,Store C
T1099,C049,P027,3,2023-07-03 00:00:00,Store B
T1100,C083,P016,1,2023-07-03 04:00:00,Store C
T1101,C057,P006,4,2023-07-03 08:00:00,Store B
T1102,C090,P040,2,2023-07-03 12:00:00,Store B
T1103,C031,P013,2,2023-07-03 16:00:00,Store B
T1104,C099,P048,1,2023-07-03 20:00:00,Store B
T1105,C069,P035,1,2023-07-04 00:00:00,Store C
T1106,C047,P019,4,2023-07-04 04:00:00,Store C
T1107,C020,P012,1,2023-07-04 08:00:00,Store C
T1108,C037,P016,3,2023-07-04 12:00:00,Store C
T1109,C074,P043,1,2023-07-04 16:00:00,Store A
T1110,C058,P010,1,2023-07-04 20:00:00,Store B
T1111,C093,P025,1,2023-07-05 00:00:00,Store B
T1112,C067,P020,2,2023-07-05 04:00:00,Store B
T1113,C048,P031,5,2023-07-05 08:00:00,Store A
T1114,C081,P004,1,2023-07-05 12:00:00,Store C
T1115,C086,P044,1,2023-07-05 16:00:00,Store B
T1116,C037,P023,1,2023-07-05 20:00:00,Store C
T1117,C037,P002,2,2023-07-06 00:00:00,Store C
T1118,C011,P022,1,2023-07-06 04:00:00,Store A
T1119,C088,P037,3,2023-07-06 08:00:00,Store A
T1120,C083,P008,2,2023-07-06 12:00:00,Store C
T1121,C070,P007,2,2023-07-06 16:00:00,Store B
T1122,C093,P014,1,2023-07-06 20:00:00,Store B
T1123,C091,P003,5,2023-07-07 00:00:00,Store A
T1124,C078,P050,1,2023-07-07 04:00:00,Store A
T1125,C094,P016,1,2023-07-07 08:00:00,Store A
T1126,C043,P019,2,2023-07-07 12:00:00,Store A
T1127,C028,P018,2,2023-07-07 16:00:00,Store A
T1128,C051,P016,1,2023-07-07 20:00:00,Store A
T1129,C016,P008,1,2023-07-08 00:00:00,Store A
T1130,C075,P033,3,2023-07-08 04:00:00,Store B
T1131,C098,P049,1,2023-07-08 08:00:00,Store A
T1132,C012,P012,3,2023-07-08 12:00:00,Store A
T1133,C030,P011,2,2023-07-08 16:00:00,Store B
T1134,C069,P005,1,2023-07-08 20:00:00,Store B
T1135,C098,P027,1,2023-07-09 00:00:00,Store C
T1136,C056,P012,1,2023-07-09 04:00:00,Store A
T1137,C073,P017,3,2023-07-09 08:00:00,Store A
T1138,C012,P006,2,2023-07-09 12:00:00,Store A
T1139,C034,P033,1,2023-07-09 16:00:00,Store A
T1140,C100,P005,2,2023-07-09 20:00:00,Store C
T1141,C099,P028,5,2023-07-10 00:00:00,Store B
T1142,C002,P014,1,2023-07-10 04:00:00,Store B
T1143,C098,P005,4,2023-07-10 08:00:00,Store A
T1144,C082,P033,1,2023-07-10 12:00:00,Store A
T1145,C094,P050,1,2023-07-10 16:00:00,Store A
T1146,C069,P048,1,2023-07-10 20:00:00,Store C
T1147,C074,P041,1,2023-07-11 00:00:00,Store C
T1148,C072,P019,1,2023-07-11 04:00:00,Store B
T1149,C084,P022,1,2023-07-11 08:00:00,Store A
T1150,C033,P005,4,2023-07-11 12:00:00,Store A
T1151,C009,P002,3,2023-07-11 16:00:00,Store A
T1152,C055,P030,2,2023-07-11 20:00:00,Store A
T1153,C086,P047,1,2023-07-12 00:00:00,Store C
T1154,C042,P039,1,2023-07-12 04:00:00,Store B
T1155,C084,P004,1,2023-07-12 08:00:00,Store B
T1156,C099,P033,2,2023-07-12 12:00:00,Store C
T1157,C024,P013,4,2023-07-12 16:00:00,Store A
T1158,C084,P020,1,2023-07-12 20:00:00,Store B
T1159,C068,P007,1,2023-07-13 00:00:00,Store B
T1160,C094,P015,2,2023-07-13 04:00:00,Store C
T1161,C039,P023,1,2023-07-13 08:00:00,Store A
T1162,C085,P014,1,2023-07-13 12:00:00,Store B
T1163,C093,P023,2,2023-07-13 16:00:00,Store A
T1164,C098,P019,2,2023-07-13 20:00:00,Store B
T1165,C085,P029,1,2023-07-14 00:00:00,Store C
T1166,C072,P020,1,2023-07-14 04:00:00,Store A
T1167,C081,P029,5,2023-07-14 08:00:00,Store C
T1168,C095,P024,1,2023-07-14 12:00:00,Store B
T1169,C077,P018,1,2023-07-14 16:00:00,Store C
T1170,C009,P010,1,2023-07-14 20:00:00,Store C
T1171,C097,P041,1,2023-07-15 00:00:00,Store C
T1172,C085,P008,1,2023-07-15 04:00:00,Store B
T1173,C084,P026,3,2023-07-15 08:00:00,Store A
T1174,C044,P029,1,2023-07-15 12:00:00,Store C
T1175,C083,P010,1,2023-07-15 16:00:00,Store A
T1176,C064,P017,2,2023-07-15 20:00:00,Store B
T1177,C083,P002,2,2023-07-16 00:00:00,Store A
T1178,C027,P006,3,2023-07-16 04:00:00,Store C
T1179,C083,P005,3,2023-07-16 08:00:00,Store C
T1180,C100,P028,1,2023-07-16 12:00:00,Store C
T1181,C014,P041,3,2023-07-16 16:00:00,Store C
T1182,C100,P005,1,2023-07-16 20:00:00,Store C
T1183,C065,P018,5,2023-07-17 00:00:00,Store C
T1184,C095,P026,1,2023-07-17 04:00:00,Store B
T1185,C090,P020,5,2023-07-17 08:00:00,Store B
T1186,C077,P041,3,2023-07-17 12:00:00,Store B
T1187,C088,P049,1,2023-07-17 16:00:00,Store A
T1188,C095,P027,2,2023-07-17 20:00:00,Store A
T1189,C064,P049,5,2023-07-18 00:00:00,Store B
T1190,C057,P012,3,2023-07-18 04:00:00,Store A
T1191,C084,P007,1,2023-07-18 08:00:00,Store A
T1192,C091,P003,2,2023-07-18 12:00:00,Store C
T1193,C089,P010,1,2023-07-18 16:00:00,Store C
T1194,C091,P034,1,2023-07-18 20:00:00,Store A
T1195,C067,P025,1,2023-07-19 00:00:00,Store A
T1196,C092,P035,1,2023-07-19 04:00:00,Store B
T1197,C029,P016,3,2023-07-19 08:00:00,Store A
T1198,C076,P002,1,2023-07-19 12:00:00,Store C
T1199,C002,P024,3,2023-07-19 16:00:00,Store A
T1200,C057,P010,1,2023-07-19 20:00:00,Store B
T1201,C061,P038,1,2023-07-20 00:00:00,Store C
T1202,C064,P022,1,2023-07-20 04:00:00,Store C
T1203,C085,P026,1,2023-07-20 08:00:00,Store C
T1204,C063,P043,1,2023-07-20 12:00:00,Store C
T1205,C068,P039,1,2023-07-20 16:00:00,Store A
T1206,C047,P027,2,2023-07-20 20:00:00,Store B
T1207,C062,P029,1,2023-07-21 00:00:00,Store A
T1208,C046,P047,1,2023-07-21 04:00:00,Store A
T1209,C020,P038,1,2023-07-21 08:00:00,Store C
T1210,C080,P020,3,2023-07-21 12:00:00,Store B
T1211,C084,P027,4,2023-07-21 16:00:00,Store C
T1212,C081,P041,1,2023-07-21 20:00:00,Store A
T1213,C070,P020,1,2023-07-22 00:00:00,Store A
T1214,C062,P044,1,2023-07-22 04:00:00,Store C
T1215,C094,P019,4,2023-07-22 08:00:00,Store A
T1216,C074,P020,1,2023-07-22 12:00:00,Store A
T1217,C071,P035,1,2023-07-22 16:00:00,Store C
T1218,C008,P047,1,2023-07-22 20:00:00,Store A
T1219,C059,P002,1,2023-07-23 00:00:00,Store B
T1220,C062,P030,1,2023-07-23 04:00:00,Store C
T1221,C064,P034,3,2023-07-23 08:00:00,Store B
T1222,C078,P022,1,2023-07-23 12:00:00,Store A
T1223,C075,P003,2,2023-07-23 16:00:00,Store A
T1224,C080,P006,1,2023-07-23 20:00:00,Store C
T1225,C089,P015,1,2023-07-24 00:00:00,Store A
T1226,C092,P027,4,2023-07-24 04:00:00,Store C
T1227,C087,P010,1,2023-07-24 08:00:00,Store C
T1228,C099,P009,3,2023-07-24 12:00:00,Store C
T1229,C006,P033,2,2023-07-24 16:00:00,Store C
T1230,C041,P032,1,2023-07-24 20:00:00,Store C
T1231,C003,P048,4,2023-07-25 00:00:00,Store B
T1232,C082,P006,1,2023-07-25 04:00:00,Store C
T1233,C096,P041,3,2023-07-25 08:00:00,Store B
T1234,C048,P036,1,2023-07-25 12:00:00,Store A
T1235,C097,P002,3,2023-07-25 16:00:00,Store C
T1236,C017,P029,1,2023-07-25 20:00:00,Store A
T1237,C098,P004,2,2023-07-26 00:00:00,Store C
T1238,C060,P001,3,2023-07-26 04:00:00,Store B
T1239,C026,P019,4,2023-07-26 08:00:00,Store B
T1240,C071,P026,4,2023-07-26 12:00:00,Store B
T1241,C049,P025,3,2023-07-26 16:00:00,Store A
T1242,C053,P010,3,2023-07-26 20:00:00,Store C
T1243,C055,P015,1,2023-07-27 00:00:00,Store A
T1244,C091,P022,1,2023-07-27 04:00:00,Store B
T1245,C075,P048,1,2023-07-27 08:00:00,Store A
T1246,C055,P021,1,2023-07-27 12:00:00,Store B
T1247,C080,P022,1,2023-07-27 16:00:00,Store B
T1248,C087,P036,2,2023-07-27 20:00:00,Store B
T1249,C051,P034,1,2023-07-28 00:00:00,Store C
T1250,C065,P030,2,2023-07-28 04:00:00,Store C
T1251,C030,P025,1,2023-07-28 08:00:00,Store B
T1252,C039,P045,1,2023-07-28 12:00:00,Store A
T1253,C084,P028,2,2023-07-28 16:00:00,Store A
T1254,C039,P001,3,2023-07-28 20:00:00,Store C
T1255,C074,P049,2,2023-07-29 00:00:00,Store B
T1256,C086,P045,2,2023-07-29 04:00:00,Store A
T1257,C027,P004,1,2023-07-29 08:00:00,Store B
T1258,C077,P007,2,2023-07-29 12:00:00,Store A
T1259,C049,P049,1,2023-07-29 16:00:00,Store C
T1260,C099,P009,1,2023-07-29 20:00:00,Store B
T1261,C071,P036,1,2023-07-30 00:00:00,Store B
T1262,C091,P019,1,2023-07-30 04:00:00,Store A
T1263,C076,P001,1,2023-07-30 08:00:00,Store A
T1264,C013,P010,4,2023-07-30 12:00:00,Store A
T1265,C082,P036,4,2023-07-30 16:00:00,Store B
T1266,C098,P009,1,2023-07-30 20:00:00,Store C
T1267,C080,P045,1,2023-07-31 00:00:00,Store C
T1268,C092,P046,1,2023-07-31 04:00:00,Store A
T1269,C095,P042,1,2023-07-31 08:00:00,Store C
T1270,C046,P032,4,2023-07-31 12:00:00,Store A
T1271,C044,P032,1,2023-07-31 16:00:00,Store C
T1272,C080,P006,3,2023-07-31 20:00:00,Store B
T1273,C065,P048,1,2023-08-01 00:00:00,Store A
T1274,C093,P038,5,2023-08-01 04:00:00,Store C
T1275,C096,P017,1,2023-08-01 08:00:00,Store B
T1276,C060,P010,3,2023-08-01 12:00:00,Store C
T1277,C047,P050,1,2023-08-01 16:00:00,Store B
T1278,C090,P027,2,2023-08-01 20:00:00,Store B
T1279,C051,P050,1,2023-08-02 00:00:00,Store C
T1280,C092,P035,1,2023-08-02 04:00:00,Store C
T1281,C066,P021,4,2023-08-02 08:00:00,Store B
T1282,C084,P025,4,2023-08-02 12:00:00,Store B
T1283,C025,P028,3,2023-08-02 16:00:00,Store B
T1284,C081,P047,2,2023-08-02 20:00:00,Store A
T1285,C069,P015,3,2023-08-03 00:00:00,Store B
T1286,C079,P004,1,2023-08-03 04:00:00,Store A
T1287,C037,P029,1,2023-08-03 08:00:00,Store B
T1288,C088,P009,1,2023-08-03 12:00:00,Store A
T1289,C094,P027,2,2023-08-03 16:00:00,Store B
T1290,C044,P026,1,2023-08-03 20:00:00,Store B
T1291,C025,P019,1,2023-08-04 00:00:00,Store B
T1292,C008,P028,2,2023-08-04 04:00:00,Store C
T1293,C082,P017,3,2023-08-04 08:00:00,Store C
T1294,C080,P043,1,2023-08-04 12:00:00,Store B
T1295,C076,P041,1,2023-08-04 16:00:00,Store A
T1296,C046,P042,1,2023-08-04 20:00:00,Store A
T1297,C063,P050,1,2023-08-05 00:00:00,Store B
T1298,C079,P020,1,2023-08-05 04:00:00,Store C
T1299,C072,P045,2,2023-08-05 08:00:00,Store A
T1300,C100,P040,2,2023-08-05 12:00:00,Store C
T1301,C032,P039,2,2023-08-05 16:00:00,Store A
T1302,C085,P049,1,2023-08-05 20:00:00,Store B
T1303,C065,P023,3,2023-08-06 00:00:00,Store C
T1304,C067,P047,1,2023-08-06 04:00:00,Store A
T1305,C087,P032,1,2023-08-06 08:00:00,Store B
T1306,C085,P047,3,2023-08-06 12:00:00,Store B
T1307,C100,P033,1,2023-08-06 16:00:00,Store B
T1308,C031,P046,1,2023-08-06 20:00:00,Store C
T1309,C026,P005,3,2023-08-07 00:00:00,Store C
T1310,C087,P043,1,2023-08-07 04:00:00,Store B
T1311,C078,P048,2,2023-08-07 08:00:00,Store C
T1312,C051,P034,1,2023-08-07 12:00:00,Store A
T1313,C021,P040,2,2023-08-07 16:00:00,Store B
T1314,C023,P011,1,2023-08-07 20:00:00,Store B
T1315,C096,P050,1,2023-08-08 00:00:00,Store C
T1316,C041,P003,2,2023-08-08 04:00:00,Store B
T1317,C057,P033,1,2023-08-08 08:00:00,Store A
T1318,C046,P011,1,2023-08-08 12:00:00,Store C
T1319,C060,P016,1,2023-08-08 16:00:00,Store C
T1320,C019,P018,1,2023-08-08 20:00:00,Store B
T1321,C074,P030,1,2023-08-09 00:00:00,Store B
T1322,C019,P048,1,2023-08-09 04:00:00,Store B
T1323,C091,P010,4,2023-08-09 08:00:00,Store C
T1324,C046,P018,1,2023-08-09 12:00:00,Store B
T1325,C075,P038,1,2023-08-09 16:00:00,Store A
T1326,C095,P019,1,2023-08-09 20:00:00,Store B
T1327,C083,P036,1,2023-08-10 00:00:00,Store B
T1328,C075,P013,4,2023-08-10 04:00:00,Store C
T1329,C057,P046,1,2023-08-10 08:00:00,Store B
T1330,C058,P003,4,2023-08-10 12:00:00,Store C
T1331,C084,P010,1,2023-08-10 16:00:00,Store B
T1332,C100,P038,2,2023-08-10 20:00:00,Store A
T1333,C083,P001,2,2023-08-11 00:00:00,Store A
T1334,C077,P027,3,2023-08-11 04:00:00,Store C
T1335,C087,P046,2,2023-08-11 08:00:00,Store C
T1336,C070,P008,2,2023-08-11 12:00:00,Store B
T1337,C017,P046,1,2023-08-11 16:00:00,Store B
T1338,C077,P042,1,2023-08-11 20:00:00,Store A
T1339,C099,P017,4,2023-08-12 00:00:00,Store B
T1340,C038,P009,1,2023-08-12 04:00:00,Store A
T1341,C085,P006,1,2023-08-12 08:00:00,Store C
T1342,C042,P043,3,2023-08-12 12:00:00,Store B
T1343,C075,P025,1,2023-08-12 16:00:00,Store C
T1344,C025,P039,4,2023-08-12 20:00:00,Store B
T1345,C068,P049,2,2023-08-13 00:00:00,Store A
T1346,C089,P028,2,2023-08-13 04:00:00,Store C
T1347,C059,P033,3,2023-08-13 08:00:00,Store C
T1348,C084,P037,1,2023-08-13 12:00:00,Store B
T1349,C091,P009,1,2023-08-13 16:00:00,Store C
T1350,C097,P018,1,2023-08-13 20:00:00,Store A
T1351,C047,P021,1,2023-08-14 00:00:00,Store C
T1352,C064,P002,2,2023-08-14 04:00:00,Store C
T1353,C035,P043,4,2023-08-14 08:00:00,Store B
T1354,C100,P038,1,2023-08-14 12:00:00,Store C
T1355,C097,P040,1,2023-08-14 16:00:00,Store B
T1356,C075,P036,4,2023-08-14 20:00:00,Store B
T1357,C093,P050,1,2023-08-15 00:00:00,Store C
T1358,C074,P043,1,2023-08-15 04:00:00,Store A
T1359,C081,P037,1,2023-08-15 08:00:00,Store B
T1360,C023,P015,4,2023-08-15 12:00:00,Store C
T1361,C089,P028,2,2023-08-15 16:00:00,Store B
T1362,C031,P018,3,2023-08-15 20:00:00,Store A
T1363,C092,P034,3,2023-08-16 00:00:00,Store A
T1364,C090,P022,1,2023-08-16 04:00:00,Store B
T1365,C086,P011,1,2023-08-16 08:00:00,Store A
T1366,C011,P013,3,2023-08-16 12:00:00,Store C
T1367,C055,P004,1,2023-08-16 16:00:00,Store C
T1368,C050,P022,3,2023-08-16 20:00:00,Store B
T1369,C060,P007,4,2023-08-17 00:00:00,Store A
T1370,C023,P043,2,2023-08-17 04:00:00,Store C
T1371,C098,P024,2,2023-08-17 08:00:00,Store C
T1372,C076,P004,3,2023-08-17 12:00:00,Store C
T1373,C055,P028,3,2023-08-17 16:00:00,Store B
T1374,C064,P015,1,2023-08-17 20:00:00,Store B
T1375,C068,P001,1,2023-08-18 00:00:00,Store C
T1376,C079,P003,1,2023-08-18 04:00:00,Store C
T1377,C074,P014,2,2023-08-18 08:00:00,Store A
T1378,C097,P038,1,2023-08-18 12:00:00,Store A
T1379,C072,P050,2,2023-08-18 16:00:00,Store A
T1380,C100,P001,1,2023-08-18 20:00:00,Store B
T1381,C094,P038,2,2023-08-19 00:00:00,Store C
T1382,C043,P038,1,2023-08-19 04:00:00,Store B
T1383,C097,P021,2,2023-08-19 08:00:00,Store C
T1384,C029,P048,2,2023-08-19 12:00:00,Store A
T1385,C092,P029,1,2023-08-19 16:00:00,Store A
T1386,C062,P005,1,2023-08-19 20:00:00,Store A
T1387,C095,P049,2,2023-08-20 00:00:00,Store A
T1388,C094,P010,1,2023-08-20 04:00:00,Store C
T1389,C091,P028,1,2023-08-20 08:00:00,Store A
T1390,C091,P021,4,2023-08-20 12:00:00,Store C
T1391,C055,P050,2,2023-08-20 16:00:00,Store C
T1392,C022,P007,4,2023-08-20 20:00:00,Store B
T1393,C064,P003,1,2023-08-21 00:00:00,Store A
T1394,C038,P045,1,2023-08-21 04:00:00,Store A
T1395,C085,P047,3,2023-08-21 08:00:00,Store B
T1396,C059,P020,2,2023-08-21 12:00:00,Store C
T1397,C099,P019,2,2023-08-21 16:00:00,Store A
T1398,C082,P035,1,2023-08-21 20:00:00,Store C
T1399,C092,P004,1,2023-08-22 00:00:00,Store B
T1400,C031,P005,1,2023-08-22 04:00:00,Store C
T1401,C094,P001,1,2023-08-22 08:00:00,Store A
T1402,C097,P004,1,2023-08-22 12:00:00,Store C
T1403,C071,P012,1,2023-08-22 16:00:00,Store C
T1404,C080,P027,5,2023-08-22 20:00:00,Store A
T1405,C089,P042,1,2023-08-23 00:00:00,Store A
T1406,C038,P023,2,2023-08-23 04:00:00,Store C
T1407,C073,P025,3,2023-08-23 08:00:00,Store C
T1408,C064,P021,2,2023-08-23 12:00:00,Store B
T1409,C034,P024,1,2023-08-23 16:00:00,Store A
T1410,C061,P025,2,2023-08-23 20:00:00,Store C
T1411,C019,P045,2,2023-08-24 00:00:00,Store A
T1412,C008,P046,2,2023-08-24 04:00:00,Store B
T1413,C032,P032,3,2023-08-24 08:00:00,Store C
T1414,C099,P032,5,2023-08-24 12:00:00,Store C
T1415,C076,P005,2,2023-08-24 16:00:00,Store C
T1416,C099,P036,1,2023-08-24 20:00:00,Store A
T1417,C067,P046,2,2023-08-25 00:00:00,Store B
T1418,C056,P042,1,2023-08-25 04:00:00,Store A
T1419,C073,P049,3,2023-08-25 08:00:00,Store C
T1420,C068,P042,1,2023-08-25 12:00:00,Store B
T1421,C027,P039,1,2023-08-25 16:00:00,Store C
T1422,C082,P016,3,2023-08-25 20:00:00,Store C
T1423,C044,P033,2,2023-08-26 00:00:00,Store A
T1424,C081,P049,1,2023-08-26 04:00:00,Store C
T1425,C083,P021,1,2023-08-26 08:00:00,Store B
T1426,C035,P009,3,2023-08-26 12:00:00,Store C
T1427,C017,P006,1,2023-08-26 16:00:00,Store C
T1428,C090,P045,3,2023-08-26 20:00:00,Store A
T1429,C069,P035,1,2023-08-27 00:00:00,Store B
T1430,C016,P039,3,2023-08-27 04:00:00,Store A
T1431,C100,P022,3,2023-08-27 08:00:00,Store C
T1432,C016,P041,1,2023-08-27 12:00:00,Store A
T1433,C085,P005,1,2023-08-27 16:00:00,Store A
T1434,C100,P042,1,2023-08-27 20:00:00,Store A
T1435,C047,P023,2,2023-08-28 00:00:00,Store A
T1436,C033,P017,2,2023-08-28 04:00:00,Store C
T1437,C029,P012,2,2023-08-28 08:00:00,Store C
T1438,C055,P023,1,2023-08-28 12:00:00,Store B
T1439,C026,P016,1,2023-08-28 16:00:00,Store A
T1440,C085,P003,1,2023-08-28 20:00:00,Store A
T1441,C017,P030,1,2023-08-29 00:00:00,Store B
T1442,C073,P022,2,2023-08-29 04:00:00,Store A
