station_name,measurement_timestamp,air_temperature_c,wet_bulb_temperature_c,relative_humidity_pct,rain_intensity_mm_per_hour,interval_rain_mm,total_rain_mm,precipitation_type_code,wind_direction_deg,wind_speed_mps,maximum_wind_speed_mps,barometric_pressure_hpa,solar_radiation_w_m2,battery_voltage_v
Foster Weather Station,2023-07-05 03:00:00,25.5,,66,,0.0,,,0,3.3,0.0,993.2,6,15.1
Oak Street Weather Station,2023-07-05 03:00:00,26.8,21.9,65,0.0,0.0,127.9,0.0,286,1.1,2.5,994.8,-5,12.0
Foster Weather Station,2023-07-05 04:00:00,25.17,,67,,0.0,,,0,3.3,0.0,992.9,3,15.1
Oak Street Weather Station,2023-07-05 04:00:00,26.6,22.3,69,0.0,0.0,127.9,0.0,276,1.2,4.8,994.4,-5,12.0
Foster Weather Station,2023-07-05 05:00:00,24.67,,71,,0.0,,,0,3.3,0.0,992.9,4,15.1
Oak Street Weather Station,2023-07-05 05:00:00,26.3,22.2,71,0.0,0.0,127.9,0.0,286,1.9,3.6,994.4,-4,12.0
Foster Weather Station,2023-07-05 06:00:00,24.5,,73,,0.0,,,0,3.3,0.0,992.9,37,15.1
Oak Street Weather Station,2023-07-05 06:00:00,26.2,22.5,73,0.0,0.0,127.9,0.0,255,1.4,4.1,994.8,46,12.0
Foster Weather Station,2023-07-05 07:00:00,25.5,,70,,0.03,,,0,3.3,0.0,992.2,160,15.1
Oak Street Weather Station,2023-07-05 07:00:00,27.4,23.0,69,0.0,0.0,127.9,0.0,260,0.9,2.5,994.0,186,12.0
Foster Weather Station,2023-07-05 08:00:00,26.78,,66,,0.0,,,0,3.3,0.0,992.6,315,15.1
Oak Street Weather Station,2023-07-05 08:00:00,27.8,23.3,69,0.0,0.0,127.9,0.0,67,1.3,2.3,994.2,342,12.1
Foster Weather Station,2023-07-05 09:00:00,28.0,,62,,0.0,,,0,3.3,0.0,992.6,470,15.1
Oak Street Weather Station,2023-07-05 09:00:00,29.2,23.8,64,0.0,0.0,127.9,0.0,94,1.1,1.7,994.1,497,12.1
Foster Weather Station,2023-07-05 10:00:00,24.56,,73,,0.0,,,0,3.3,0.0,991.9,622,15.1
Oak Street Weather Station,2023-07-05 10:00:00,28.4,23.4,66,0.0,0.0,127.9,0.0,56,1.5,4.7,993.3,629,12.1
Foster Weather Station,2023-07-05 11:00:00,25.17,,73,,0.0,,,0,3.3,0.0,991.9,822,15.1
Oak Street Weather Station,2023-07-05 11:00:00,28.3,23.8,69,0.0,0.0,127.9,0.0,106,2.5,4.3,993.4,775,12.0
Foster Weather Station,2023-07-05 12:00:00,24.67,,75,,0.0,,,0,3.3,0.0,991.9,822,15.1
Oak Street Weather Station,2023-07-05 12:00:00,28.1,23.9,70,0.0,0.0,127.9,0.0,107,2.2,4.6,993.2,932,12.0
Foster Weather Station,2023-07-05 13:00:00,25.0,,76,,0.0,,,0,3.3,0.0,991.9,856,15.1
Oak Street Weather Station,2023-07-05 13:00:00,28.0,23.6,69,0.0,0.0,127.9,0.0,116,1.9,3.3,993.5,82,11.9
Foster Weather Station,2023-07-05 14:00:00,25.28,,73,,0.0,,,0,3.3,0.0,991.2,283,15.1
Oak Street Weather Station,2023-07-05 14:00:00,27.9,23.5,69,0.0,0.0,127.9,0.0,104,1.8,3.5,992.8,938,11.9
Foster Weather Station,2023-07-05 15:00:00,27.06,,60,,0.0,,,0,3.3,0.0,991.2,241,15.1
Oak Street Weather Station,2023-07-05 15:00:00,25.2,22.0,76,0.0,3.0,130.9,0.0,114,3.3,4.6,992.5,478,11.9
Foster Weather Station,2023-07-05 16:00:00,26.06,,63,,0.0,,,0,3.3,0.0,990.2,361,15.1
Oak Street Weather Station,2023-07-05 16:00:00,26.2,21.8,68,0.0,0.0,130.9,0.0,81,0.9,1.6,992.0,336,12.0
Foster Weather Station,2023-07-05 17:00:00,24.39,,63,,0.0,,,0,3.3,0.0,990.2,268,15.1
Oak Street Weather Station,2023-07-05 17:00:00,27.1,21.9,64,0.0,0.0,130.9,0.0,101,1.4,3.2,991.4,247,12.0
Foster Weather Station,2023-07-05 18:00:00,24.39,,70,,0.0,,,0,3.3,0.0,989.5,32,15.1
Oak Street Weather Station,2023-07-05 18:00:00,27.3,22.7,68,0.0,0.0,130.9,0.0,84,1.4,1.9,990.9,32,12.1
Foster Weather Station,2023-07-05 19:00:00,21.56,,81,,0.0,,,0,3.3,0.0,990.9,5,15.1
Oak Street Weather Station,2023-07-05 19:00:00,24.6,21.2,75,0.0,0.0,130.9,0.0,146,1.4,3.4,993.1,-4,12.0
Foster Weather Station,2023-07-05 20:00:00,21.39,,88,,13.97,,,0,3.3,0.0,992.2,0,15.1
Oak Street Weather Station,2023-07-05 20:00:00,21.5,20.6,92,1.8,7.2,138.1,60.0,0,0.0,0.4,993.8,-4,12.0
Foster Weather Station,2023-07-05 21:00:00,21.5,,88,,6.22,,,0,3.3,0.0,991.9,0,15.1
Oak Street Weather Station,2023-07-05 21:00:00,21.8,20.9,92,2.4,5.9,144.0,60.0,94,1.2,1.5,993.7,-4,12.0
Foster Weather Station,2023-07-05 22:00:00,21.0,,89,,0.69,,,0,3.3,0.0,991.5,1,15.1
Oak Street Weather Station,2023-07-05 22:00:00,21.6,20.7,92,0.0,0.7,144.8,60.0,24,0.8,2.1,992.9,-4,12.0
Foster Weather Station,2023-07-05 23:00:00,20.17,,89,,0.0,,,0,3.3,0.0,990.9,0,15.1
Oak Street Weather Station,2023-07-05 23:00:00,21.0,20.2,93,0.0,0.0,144.8,0.0,29,1.4,1.6,992.8,-3,12.0
Foster Weather Station,2023-07-06 00:00:00,20.56,,89,,0.0,,,0,3.3,0.0,991.2,0,15.1
Oak Street Weather Station,2023-07-06 00:00:00,21.4,20.4,92,0.0,0.0,144.8,0.0,90,0.5,0.6,993.0,-3,12.0
Foster Weather Station,2023-07-06 01:00:00,21.28,,89,,0.0,,,0,3.3,0.0,991.2,0,15.1
Oak Street Weather Station,2023-07-06 01:00:00,21.9,21.0,92,0.0,0.0,144.8,0.0,22,1.0,1.8,993.1,-3,12.0
Foster Weather Station,2023-07-06 02:00:00,21.5,,88,,0.0,,,0,3.3,0.0,991.2,0,15.1
Oak Street Weather Station,2023-07-06 02:00:00,22.3,21.0,89,0.0,0.0,144.8,0.0,0,0.4,1.2,993.2,-3,12.0
Foster Weather Station,2023-07-06 03:00:00,21.5,,87,,0.0,,,0,3.3,0.0,991.2,2,15.1
Oak Street Weather Station,2023-07-06 03:00:00,22.2,21.0,89,0.0,0.0,144.8,0.0,251,0.8,2.2,993.0,-3,12.0
Foster Weather Station,2023-07-06 04:00:00,20.5,,86,,0.0,,,0,3.3,0.0,991.2,4,15.1
Oak Street Weather Station,2023-07-06 04:00:00,22.6,21.2,89,0.0,0.0,144.8,0.0,339,0.3,2.4,992.8,-4,11.9
Foster Weather Station,2023-07-06 05:00:00,20.06,,86,,0.0,,,0,3.3,0.0,991.2,4,15.1
Oak Street Weather Station,2023-07-06 05:00:00,20.7,19.7,91,0.0,0.0,144.8,0.0,356,1.7,2.8,992.8,-3,12.0
Foster Weather Station,2023-07-06 06:00:00,19.89,,88,,0.0,,,0,3.3,0.0,991.2,25,15.1
Oak Street Weather Station,2023-07-06 06:00:00,20.7,19.7,91,0.0,0.0,144.8,0.0,358,2.2,3.7,993.1,4,12.0
Foster Weather Station,2023-07-06 07:00:00,19.56,,87,,0.0,,,0,3.3,0.0,991.9,18,15.1
Oak Street Weather Station,2023-07-06 07:00:00,20.4,19.4,92,0.0,0.0,144.8,0.0,5,2.7,3.9,993.6,28,11.9
Foster Weather Station,2023-07-06 08:00:00,19.56,,87,,0.05,,,0,3.3,0.0,991.9,112,15.1
Oak Street Weather Station,2023-07-06 08:00:00,20.4,19.1,89,0.0,0.0,144.8,0.0,11,4.3,5.9,994.0,118,12.0
Foster Weather Station,2023-07-06 09:00:00,19.39,,87,,0.0,,,0,3.3,0.0,992.9,164,15.1
Oak Street Weather Station,2023-07-06 09:00:00,20.4,19.4,91,0.0,0.0,144.8,0.0,13,5.4,7.2,994.5,343,12.0
Foster Weather Station,2023-07-06 10:00:00,20.28,,82,,0.03,,,0,3.3,0.0,992.6,628,15.1
Oak Street Weather Station,2023-07-06 10:00:00,20.6,19.3,89,0.0,0.0,144.8,0.0,13,4.1,5.7,994.1,314,12.0
Foster Weather Station,2023-07-06 11:00:00,20.39,,81,,0.0,,,0,3.3,0.0,992.9,783,15.1
Oak Street Weather Station,2023-07-06 11:00:00,20.7,19.1,86,0.0,0.0,144.8,0.0,6,3.7,4.6,994.6,298,12.0
Foster Weather Station,2023-07-06 12:00:00,20.5,,72,,0.0,,,0,3.3,0.0,993.2,530,15.1
Oak Street Weather Station,2023-07-06 12:00:00,20.9,18.1,77,0.0,0.0,144.8,0.0,10,4.9,6.2,995.1,722,12.0
Foster Weather Station,2023-07-06 13:00:00,20.89,,73,,0.0,,,0,3.3,0.0,993.2,615,15.1
Oak Street Weather Station,2023-07-06 13:00:00,20.6,18.3,80,0.0,0.0,144.8,0.0,28,4.2,6.1,994.9,806,12.0
Foster Weather Station,2023-07-06 14:00:00,20.39,,76,,0.0,,,0,3.3,0.0,993.2,823,15.1
Oak Street Weather Station,2023-07-06 14:00:00,20.7,18.6,82,0.0,0.0,144.8,0.0,46,3.0,4.2,994.9,743,12.0
Foster Weather Station,2023-07-06 15:00:00,20.67,,75,,0.0,,,0,3.3,0.0,992.9,653,15.1
Oak Street Weather Station,2023-07-06 15:00:00,21.0,18.8,81,0.0,0.0,144.8,0.0,41,1.8,2.9,994.8,685,12.0
Foster Weather Station,2023-07-06 16:00:00,20.28,,75,,0.0,,,0,3.3,0.0,992.9,553,15.1
Oak Street Weather Station,2023-07-06 16:00:00,20.2,18.2,83,0.0,0.0,144.8,0.0,89,1.6,2.3,994.4,258,11.9
Foster Weather Station,2023-07-06 17:00:00,20.0,,75,,0.0,,,0,3.3,0.0,992.9,271,15.1
Oak Street Weather Station,2023-07-06 17:00:00,20.2,18.2,82,0.0,0.0,144.8,0.0,98,1.5,2.3,994.4,233,12.1
Foster Weather Station,2023-07-06 18:00:00,20.5,,73,,0.0,,,0,3.3,0.0,992.6,452,15.1
Oak Street Weather Station,2023-07-06 18:00:00,20.2,18.1,82,0.0,0.0,144.8,0.0,89,1.1,1.4,994.3,170,12.0
Foster Weather Station,2023-07-06 19:00:00,20.06,,72,,0.0,,,0,3.3,0.0,992.2,197,15.1
Oak Street Weather Station,2023-07-06 19:00:00,20.4,17.6,77,0.0,0.0,144.8,0.0,84,0.4,0.9,994.0,62,12.0
Foster Weather Station,2023-07-06 20:00:00,19.67,,74,,0.0,,,0,3.3,0.0,992.9,36,15.1
Oak Street Weather Station,2023-07-06 20:00:00,20.1,17.3,77,0.0,0.0,144.8,0.0,82,0.4,1.0,994.5,19,12.0
Foster Weather Station,2023-07-06 21:00:00,19.39,,75,,0.0,,,0,3.3,0.0,992.9,3,15.1
Oak Street Weather Station,2023-07-06 21:00:00,20.2,17.2,74,0.0,0.0,144.8,0.0,129,0.6,0.9,994.7,-3,12.0
Foster Weather Station,2023-07-06 22:00:00,19.06,,75,,0.0,,,0,3.3,0.0,993.6,4,15.1
Oak Street Weather Station,2023-07-06 22:00:00,20.4,16.9,71,0.0,0.0,144.8,0.0,115,0.5,1.1,995.1,-3,11.9
Foster Weather Station,2023-07-06 23:00:00,19.06,,74,,0.0,,,0,3.3,0.0,993.6,4,15.1
Oak Street Weather Station,2023-07-06 23:00:00,20.2,17.3,75,0.0,0.0,144.8,0.0,75,1.0,1.2,995.0,-3,12.0
Foster Weather Station,2023-07-07 00:00:00,18.89,,75,,0.0,,,0,3.3,0.0,993.2,4,15.1
Oak Street Weather Station,2023-07-07 00:00:00,20.1,17.2,76,0.0,0.0,144.8,0.0,57,0.7,0.9,994.9,-3,12.0
Foster Weather Station,2023-07-07 01:00:00,18.78,,79,,0.0,,,0,3.3,0.0,992.9,5,15.2
Oak Street Weather Station,2023-07-07 01:00:00,20.0,17.4,79,0.0,0.0,144.8,0.0,0,0.3,0.8,994.8,-3,12.1
Foster Weather Station,2023-07-07 02:00:00,19.0,,74,,0.0,,,0,3.3,0.0,993.2,4,15.1
Oak Street Weather Station,2023-07-07 02:00:00,19.8,17.4,79,0.0,0.0,144.8,0.0,1,0.7,0.9,994.9,-3,12.0
Foster Weather Station,2023-07-07 03:00:00,18.78,,73,,0.0,,,0,3.3,0.0,993.2,5,15.1
Oak Street Weather Station,2023-07-07 03:00:00,20.0,17.3,77,0.0,0.0,144.8,0.0,0,0.0,0.5,995.0,-3,12.0
Foster Weather Station,2023-07-07 04:00:00,18.5,,71,,0.0,,,0,3.3,0.0,993.2,2,15.1
Oak Street Weather Station,2023-07-07 04:00:00,19.9,16.7,73,0.0,0.0,144.8,0.0,0,0.0,0.5,995.1,-3,11.9
Foster Weather Station,2023-07-07 05:00:00,18.56,,72,,0.0,,,0,3.3,0.0,993.6,5,15.1
Oak Street Weather Station,2023-07-07 05:00:00,19.9,16.6,72,0.0,0.0,144.8,0.0,1,0.4,0.8,995.2,-3,11.8
Foster Weather Station,2023-07-07 06:00:00,18.67,,74,,0.0,,,0,3.3,0.0,993.6,29,15.1
Oak Street Weather Station,2023-07-07 06:00:00,19.7,17.0,77,0.0,0.0,144.8,0.0,12,1.4,2.0,995.2,51,12.0
Foster Weather Station,2023-07-07 07:00:00,19.5,,72,,0.0,,,0,3.3,0.0,993.6,81,15.1
Oak Street Weather Station,2023-07-07 07:00:00,20.4,17.8,78,0.0,0.0,144.8,0.0,84,0.0,1.0,995.4,140,12.0
Foster Weather Station,2023-07-07 08:00:00,19.78,,73,,0.0,,,0,3.3,0.0,993.6,431,15.1
Oak Street Weather Station,2023-07-07 08:00:00,20.2,17.5,77,0.0,0.0,144.8,0.0,50,1.2,1.9,995.4,337,12.0
Foster Weather Station,2023-07-07 09:00:00,20.0,,73,,0.03,,,0,3.3,0.0,994.2,595,15.1
Oak Street Weather Station,2023-07-07 09:00:00,20.1,17.7,79,0.0,0.0,144.8,0.0,79,1.7,2.4,995.8,318,12.0
Foster Weather Station,2023-07-07 10:00:00,19.78,,71,,0.0,,,0,3.3,0.0,994.2,341,15.1
Oak Street Weather Station,2023-07-07 10:00:00,20.2,17.6,78,0.0,0.0,144.8,0.0,79,1.3,2.1,996.1,250,12.0
Foster Weather Station,2023-07-07 11:00:00,20.06,,70,,0.0,,,0,3.3,0.0,993.9,751,15.1
Oak Street Weather Station,2023-07-07 11:00:00,20.7,17.6,74,0.0,0.0,144.8,0.0,78,1.2,2.3,995.5,766,12.0
Foster Weather Station,2023-07-07 12:00:00,20.28,,70,,0.0,,,0,3.3,0.0,993.9,815,15.1
Oak Street Weather Station,2023-07-07 12:00:00,20.8,17.7,74,0.0,0.0,144.8,0.0,61,1.5,2.6,995.4,811,12.0
Foster Weather Station,2023-07-07 13:00:00,20.67,,72,,0.0,,,0,3.3,0.0,993.6,852,15.1
Oak Street Weather Station,2023-07-07 13:00:00,21.0,18.3,77,0.0,0.0,144.8,0.0,41,2.5,3.1,995.1,831,12.1
Foster Weather Station,2023-07-07 14:00:00,20.89,,72,,0.0,,,0,3.3,0.0,992.9,849,15.1
Oak Street Weather Station,2023-07-07 14:00:00,20.9,18.5,79,0.0,0.0,144.8,0.0,61,2.6,3.3,994.4,812,12.1
Foster Weather Station,2023-07-07 15:00:00,20.67,,74,,0.0,,,0,3.3,0.0,992.2,767,15.1
Oak Street Weather Station,2023-07-07 15:00:00,21.0,18.9,82,0.0,0.0,144.8,0.0,63,2.1,3.4,993.6,711,12.0
Foster Weather Station,2023-07-07 16:00:00,20.5,,78,,0.0,,,0,3.3,0.0,991.5,575,15.1
Oak Street Weather Station,2023-07-07 16:00:00,21.1,19.3,85,0.0,0.0,144.8,0.0,75,1.9,3.1,993.2,569,12.0
Foster Weather Station,2023-07-07 17:00:00,20.89,,76,,0.0,,,0,3.3,0.0,991.5,422,15.1
Oak Street Weather Station,2023-07-07 17:00:00,21.1,19.2,84,0.0,0.0,144.8,0.0,70,1.7,2.2,993.4,170,12.0
Foster Weather Station,2023-07-07 18:00:00,20.78,,74,,0.0,,,0,3.3,0.0,990.9,149,15.1
Oak Street Weather Station,2023-07-07 18:00:00,21.0,18.9,82,0.0,0.0,144.8,0.0,63,1.6,2.3,992.6,114,12.0
Foster Weather Station,2023-07-07 19:00:00,20.56,,74,,0.0,,,0,3.3,0.0,990.9,58,15.1
Oak Street Weather Station,2023-07-07 19:00:00,20.8,18.3,79,0.0,0.0,144.8,0.0,85,0.8,1.1,992.6,33,11.9
Foster Weather Station,2023-07-07 20:00:00,20.39,,76,,0.25,,,0,3.3,0.0,990.9,6,15.1
Oak Street Weather Station,2023-07-07 20:00:00,21.2,18.2,76,0.6,0.1,144.9,60.0,28,1.0,1.0,992.3,-3,11.9
Foster Weather Station,2023-07-07 21:00:00,20.17,,73,,0.03,,,0,3.3,0.0,991.2,3,15.1
Oak Street Weather Station,2023-07-07 21:00:00,21.0,18.1,75,0.0,0.0,144.9,0.0,92,0.7,1.3,992.7,-3,11.9
Foster Weather Station,2023-07-07 22:00:00,20.17,,74,,0.0,,,0,3.3,0.0,990.9,4,15.1
Oak Street Weather Station,2023-07-07 22:00:00,21.0,18.0,75,0.0,0.0,144.9,0.0,114,0.8,1.6,992.4,-3,12.0
Foster Weather Station,2023-07-07 23:00:00,20.17,,74,,0.0,,,0,3.3,0.0,990.5,4,15.1
Oak Street Weather Station,2023-07-07 23:00:00,21.1,17.9,74,0.0,0.0,144.9,0.0,125,0.4,0.7,992.2,-3,12.0
Foster Weather Station,2023-07-08 00:00:00,20.28,,73,,0.0,,,0,3.3,0.0,990.9,4,15.1
Oak Street Weather Station,2023-07-08 00:00:00,20.9,18.2,78,0.0,0.0,144.9,0.0,17,1.2,2.2,992.4,-3,11.9
Foster Weather Station,2023-07-08 01:00:00,20.06,,74,,0.03,,,0,3.3,0.0,990.5,3,15.1
Oak Street Weather Station,2023-07-08 01:00:00,20.6,17.8,77,0.0,0.0,144.9,0.0,3,1.1,2.2,992.3,-3,12.0
Foster Weather Station,2023-07-08 02:00:00,20.28,,72,,0.0,,,0,3.3,0.0,990.2,4,15.1
Oak Street Weather Station,2023-07-08 02:00:00,20.9,18.1,76,0.0,0.0,144.9,0.0,13,1.6,2.2,992.0,-3,12.0
Foster Weather Station,2023-07-08 03:00:00,19.5,,77,,0.3,,,0,3.3,0.0,990.2,3,15.1
Oak Street Weather Station,2023-07-08 03:00:00,20.1,17.6,79,0.0,0.9,145.8,60.0,294,0.5,1.4,991.9,-3,12.0
Foster Weather Station,2023-07-08 04:00:00,18.67,,82,,1.57,,,0,3.3,0.0,989.5,3,15.1
Oak Street Weather Station,2023-07-08 04:00:00,19.6,17.6,82,0.6,1.3,147.1,60.0,347,2.3,3.9,991.3,-3,12.0
Oak Street Weather Station,2023-07-08 05:00:00,19.6,17.8,84,0.6,0.1,147.2,60.0,316,0.7,1.2,991.7,-3,12.0
Foster Weather Station,2023-07-08 06:00:00,18.17,,84,,0.94,,,0,3.3,0.0,989.2,12,15.1
Oak Street Weather Station,2023-07-08 06:00:00,19.3,17.5,84,0.0,0.1,147.2,0.0,344,0.8,1.1,990.9,11,12.0
Foster Weather Station,2023-07-08 07:00:00,18.0,,82,,0.0,,,0,3.3,0.0,989.8,17,15.1
Oak Street Weather Station,2023-07-08 07:00:00,19.2,17.5,85,0.0,0.0,147.2,0.0,286,0.5,1.0,991.5,15,11.9
Foster Weather Station,2023-07-08 08:00:00,18.06,,81,,0.0,,,0,3.3,0.0,989.8,50,15.1
Oak Street Weather Station,2023-07-08 08:00:00,19.0,17.5,87,0.0,0.0,147.2,0.0,3,1.2,2.4,991.4,68,12.0
Foster Weather Station,2023-07-08 09:00:00,17.89,,84,,0.08,,,0,3.3,0.0,989.8,104,15.1
Oak Street Weather Station,2023-07-08 09:00:00,18.3,16.9,87,0.0,0.0,147.2,0.0,7,3.5,4.0,991.5,129,12.0
Foster Weather Station,2023-07-08 10:00:00,17.17,,86,,0.0,,,0,3.3,0.0,990.2,46,15.1
Oak Street Weather Station,2023-07-08 10:00:00,18.1,16.8,88,0.0,0.0,147.2,0.0,358,3.9,5.5,991.8,34,12.0
Foster Weather Station,2023-07-08 11:00:00,17.06,,87,,0.0,,,0,3.3,0.0,990.2,41,15.1
Oak Street Weather Station,2023-07-08 11:00:00,17.6,16.6,90,0.0,0.0,147.2,0.0,22,3.2,3.9,992.0,46,11.9
Oak Street Weather Station,2023-07-08 12:00:00,17.3,16.0,87,0.0,0.0,147.2,0.0,323,0.7,1.3,992.4,54,12.0
Oak Street Weather Station,2023-07-08 14:00:00,18.7,16.9,83,0.0,0.0,147.2,0.0,13,2.1,3.4,991.8,295,12.0
Foster Weather Station,2023-07-08 15:00:00,19.17,,77,,0.0,,,0,3.3,0.0,990.2,668,15.1
Oak Street Weather Station,2023-07-08 15:00:00,19.2,17.1,81,0.0,0.0,147.2,0.0,27,1.5,2.7,992.0,429,12.0
Foster Weather Station,2023-07-08 16:00:00,19.28,,73,,0.0,,,0,3.3,0.0,990.2,654,15.1
Oak Street Weather Station,2023-07-08 16:00:00,19.5,17.2,80,0.0,0.0,147.2,0.0,17,2.8,3.8,991.5,627,12.0
Foster Weather Station,2023-07-08 17:00:00,19.56,,69,,0.08,,,0,3.3,0.0,989.5,516,15.1
Oak Street Weather Station,2023-07-08 17:00:00,20.1,17.3,77,0.0,0.0,147.2,0.0,24,2.2,3.0,991.2,41,12.1
Foster Weather Station,2023-07-08 18:00:00,20.0,,66,,0.0,,,0,3.3,0.0,988.8,346,15.1
Oak Street Weather Station,2023-07-08 18:00:00,19.7,16.9,76,0.0,0.0,147.2,0.0,45,0.9,1.6,990.7,35,12.0
Oak Street Weather Station,2023-07-08 19:00:00,20.0,16.4,69,0.0,0.0,147.2,0.0,39,0.7,0.9,990.8,44,11.9
Oak Street Weather Station,2023-07-08 20:00:00,20.1,15.6,62,0.0,0.0,147.2,0.0,122,1.4,2.3,991.1,11,12.0
Foster Weather Station,2023-07-08 21:00:00,18.78,,65,,0.0,,,0,3.3,0.0,989.8,4,15.1
Oak Street Weather Station,2023-07-08 21:00:00,20.2,15.9,64,0.0,0.0,147.2,0.0,118,1.2,2.2,991.5,-3,12.0
Foster Weather Station,2023-07-08 22:00:00,18.56,,67,,0.0,,,0,3.3,0.0,990.2,4,15.1
Oak Street Weather Station,2023-07-08 22:00:00,20.4,16.1,65,0.0,0.0,147.2,0.0,122,0.5,1.5,991.8,-3,11.9
Foster Weather Station,2023-07-08 23:00:00,18.78,,68,,0.0,,,0,3.3,0.0,990.5,3,15.1
Oak Street Weather Station,2023-07-08 23:00:00,20.6,15.3,57,0.0,0.0,147.2,0.0,338,0.5,0.9,992.1,-3,12.0
Foster Weather Station,2023-07-09 00:00:00,18.78,,60,,0.0,,,0,3.3,0.0,990.5,4,15.1
Oak Street Weather Station,2023-07-09 00:00:00,20.5,15.9,63,0.0,0.0,147.2,0.0,17,0.4,0.6,992.1,-3,12.0
Foster Weather Station,2023-07-09 01:00:00,18.17,,63,,0.0,,,0,3.3,0.0,990.2,4,15.1
Oak Street Weather Station,2023-07-09 01:00:00,20.6,15.3,58,0.0,0.0,147.2,0.0,280,1.2,3.0,991.8,-3,12.0
Foster Weather Station,2023-07-09 02:00:00,18.17,,62,,0.0,,,0,3.3,0.0,989.8,4,15.1
Oak Street Weather Station,2023-07-09 02:00:00,20.8,15.1,55,0.0,0.0,147.2,0.0,294,1.6,4.5,991.6,-3,12.0
Foster Weather Station,2023-07-09 03:00:00,18.28,,59,,0.0,,,0,3.3,0.0,989.8,5,15.1
Oak Street Weather Station,2023-07-09 03:00:00,20.5,15.3,58,0.0,0.0,147.2,0.0,276,1.1,1.4,991.2,-3,12.0
Foster Weather Station,2023-07-09 04:00:00,18.06,,63,,0.0,,,0,3.3,0.0,989.5,4,15.1
Oak Street Weather Station,2023-07-09 04:00:00,20.1,15.8,64,0.0,0.0,147.2,0.0,267,2.4,6.0,991.0,-3,11.9
Foster Weather Station,2023-07-09 05:00:00,17.5,,68,,0.0,,,0,3.3,0.0,989.2,3,15.1
Oak Street Weather Station,2023-07-09 05:00:00,19.3,15.8,70,0.0,0.0,147.2,0.0,259,3.2,5.8,991.0,-3,12.0
Foster Weather Station,2023-07-09 06:00:00,17.39,,70,,0.0,,,0,3.3,0.0,989.5,37,15.1
Oak Street Weather Station,2023-07-09 06:00:00,19.5,15.8,69,0.0,0.0,147.2,0.0,265,2.2,5.9,991.3,47,12.0
Foster Weather Station,2023-07-09 07:00:00,18.56,,67,,0.0,,,0,3.3,0.0,990.2,158,15.1
Oak Street Weather Station,2023-07-09 07:00:00,20.2,16.1,66,0.0,0.0,147.2,0.0,251,1.4,3.1,991.5,186,12.0
Foster Weather Station,2023-07-09 08:00:00,20.67,,59,,0.0,,,0,3.3,0.0,990.9,309,15.1
Oak Street Weather Station,2023-07-09 08:00:00,21.5,16.6,61,0.0,0.0,147.2,0.0,272,1.2,3.2,992.3,349,12.0
Foster Weather Station,2023-07-09 09:00:00,20.78,,59,,0.0,,,0,3.3,0.0,991.2,469,15.1
Oak Street Weather Station,2023-07-09 09:00:00,22.4,17.5,62,0.0,0.0,147.2,0.0,56,1.2,2.0,992.7,508,12.0
Foster Weather Station,2023-07-09 10:00:00,21.0,,61,,0.0,,,0,3.3,0.0,991.2,609,15.1
Foster Weather Station,2023-07-09 11:00:00,22.06,,60,,0.03,,,0,3.3,0.0,991.2,731,15.1
Oak Street Weather Station,2023-07-09 11:00:00,22.1,18.2,69,0.0,0.0,147.2,0.0,119,1.6,3.1,992.7,753,12.1
Oak Street Weather Station,2023-07-09 12:00:00,22.8,19.0,70,0.0,0.0,147.2,0.0,79,2.7,3.2,992.5,894,12.1
Foster Weather Station,2023-07-09 13:00:00,22.5,,68,,0.0,,,0,3.3,0.0,990.9,216,15.1
Oak Street Weather Station,2023-07-09 13:00:00,24.8,17.8,50,0.0,0.0,147.2,0.0,114,1.4,2.3,992.4,230,11.9
Foster Weather Station,2023-07-09 14:00:00,23.0,,67,,0.0,,,0,3.3,0.0,990.5,863,15.1
Oak Street Weather Station,2023-07-09 14:00:00,23.7,18.7,62,0.0,0.0,147.2,0.0,98,1.0,2.0,992.2,913,12.0
Foster Weather Station,2023-07-09 15:00:00,23.0,,60,,0.0,,,0,3.3,0.0,990.2,887,15.1
Oak Street Weather Station,2023-07-09 15:00:00,24.4,19.2,62,0.0,0.0,147.2,0.0,111,2.0,3.0,991.8,750,12.0
Foster Weather Station,2023-07-09 16:00:00,23.67,,60,,0.0,,,0,3.3,0.0,990.2,225,15.1
Oak Street Weather Station,2023-07-09 16:00:00,23.6,19.4,68,0.0,0.0,147.2,0.0,93,2.0,2.7,991.8,638,12.1
Foster Weather Station,2023-07-09 17:00:00,23.5,,61,,0.0,,,0,3.3,0.0,990.2,164,15.1
Oak Street Weather Station,2023-07-09 17:00:00,24.5,19.0,60,0.0,0.0,147.2,0.0,111,1.1,2.9,991.5,57,12.0
Oak Street Weather Station,2023-07-09 18:00:00,23.6,18.8,64,0.0,0.0,147.2,0.0,116,1.8,3.0,991.4,37,12.0
Foster Weather Station,2023-07-09 19:00:00,22.67,,64,,0.0,,,0,3.3,0.0,989.8,177,15.1
Oak Street Weather Station,2023-07-09 19:00:00,23.5,18.4,61,0.0,0.0,147.2,0.0,125,0.8,1.6,991.5,42,12.0
Foster Weather Station,2023-07-09 20:00:00,22.17,,65,,0.0,,,0,3.3,0.0,989.8,38,15.1
Oak Street Weather Station,2023-07-09 20:00:00,24.3,17.2,49,0.0,0.0,147.2,0.0,109,1.3,2.0,991.3,9,11.9
